CNES,Estabelecimento,Municipios,Existentes,SUS,Estado
2079127,HOSPITAL SIRIO LIBANES,SAO PAULO,6,0,SAO PAULO
3027805,HSANP HOSPITAL,SAO PAULO,9,0,SAO PAULO
3824802,SAO LUIZ UNIDADE MORUMBI,SAO PAULO,10,0,SAO PAULO
2078732,HOSPITAL SAMARITANO DE SOROCABA,SOROCABA,10,0,SAO PAULO
2534460,HOSPITAL REGIONAL DR ANTONIO FONTES,CACERES,10,0,MATO GROSSO
2392410,HOSPITAL REGIONAL DE COLIDER,COLIDER,2,0,MATO GROSSO
2494523,FEMINA HOSPITAL INFANTIL E MATERNIDADE,CUIABA,2,2,MATO GROSSO
2534444,HOSPITAL DE CANCER DE MATO GROSSO,CUIABA,10,8,MATO GROSSO
2495015,HOSPITAL E PRONTO SOCORRO MUNICIPAL DE CUIABA,CUIABA,15,5,MATO GROSSO
9841903,HOSPITAL ESTADUAL SANTA CASA,CUIABA,10,0,MATO GROSSO
9209352,HOSPITAL MUNICIPAL DE CUIABA E P S DR LEONY PALMA CARVALHO,CUIABA,10,10,MATO GROSSO
0942898,IMATI,CUIABA,10,0,MATO GROSSO
9619496,INTENSICRIN,CUIABA,7,0,MATO GROSSO
0901725,HOSPITAL REGIONAL HILDA STRENGER RIBEIRO NOVA MUTUM,NOVA MUTUM,11,0,MATO GROSSO
2397463,HOSPITAL E MATERNIDADE SAO LUCAS,PRIMAVERA DO LESTE,10,0,MATO GROSSO
9867635,HOSPITAL DR MARIO PERRONE,RONDONOPOLIS,4,0,MATO GROSSO
2396866,SANTA CASA DE RONDONOPOLIS,RONDONOPOLIS,20,8,MATO GROSSO
6085423,HOSPITAL REGIONAL JORGE DE ABREU,SINOP,10,0,MATO GROSSO
2472414,HOSPITAL E MATERNIDADE SANTA ANGELA,TANGARA DA SERRA,10,0,MATO GROSSO
2391635,HOSPITAL E PRONTO SOCORRO MUNICIPAL DE VARZEA GRANDE,VARZEA GRANDE,3,3,MATO GROSSO
5597501,HOSPITAL REGIONAL PUBLICO DA TRANSAMAZONICA,ALTAMIRA,5,5,PARA
3987884,HOSPITAL METROPOLITANO DE URGENCIA E EMERGENCIA,ANANINDEUA,5,5,PARA
7283458,HOSPITAL SANTA MARIA DE ANANINDEUA,ANANINDEUA,10,10,PARA
2333031,HOSPITAL DE CLINICAS GASPAR VIANA,BELEM,11,11,PARA
7871902,HOSPITAL ONCOLOGICO INFANTIL OCTAVIO LOBO,BELEM,10,10,PARA
2337339,HOSPITAL PRONTO SOCORRO MUNICIPAL MARIO PINOTTI,BELEM,7,7,PARA
9917322,HOSPITAL REGIONAL PUBLICO DR ABELARDO SANTOS,BELEM,20,20,PARA
2752700,SANTA CASA DE MISERICORDIA DO PARA,BELEM,30,30,PARA
2678403,HOSPITAL SANTO ANTONIO MARIA ZACCARIA,BRAGANCA,10,10,PARA
6710158,HOSPITAL REGIONAL PUBLICO DO MARAJO,BREVES,5,5,PARA
0179817,HOSPITAL REGIONAL PUBLICO DO TAPAJOS ITAITUBA,ITAITUBA,10,10,PARA
5599504,HOSPITAL REGIONAL DO SUDESTE DO PARA DR GERALDO VELOSO,MARABA,9,9,PARA
4190203,HOSPITAL REGIONAL DA PA 279,OURILANDIA DO NORTE,10,0,PARA
5498465,HOSPITAL REGIONAL PUBLICO DO ARAGUAIA,REDENCAO,5,5,PARA
5585422,HOSPITAL REGIONAL DO BAIXO AMAZONAS DO PA DR WALDEMAR PENNA,SANTAREM,10,10,PARA
2621614,HOSPITAL REGIONAL DE TUCURUI,TUCURUI,6,6,PARA
2613476,HOSPITAL REGIONAL DE CAJAZEIRAS,CAJAZEIRAS,6,0,PARAIBA
2362821,CLIPSI,CAMPINA GRANDE,3,3,PARAIBA
7113692,HOSPITAL MUNICIPAL DR SEVERINO BEZERRA DE CARVALHO,CAMPINA GRANDE,6,3,PARAIBA
2362856,HOSPITAL REGIONAL DE EMERG TRAUMA DOM LUIZ GONZAGA FERNANDES,CAMPINA GRANDE,16,9,PARAIBA
2676060,HOSPITAL UNIVERSITARIO ALCIDES CARNEIROUFCG,CAMPINA GRANDE,5,0,PARAIBA
3043142,AMIP,JOAO PESSOA,10,8,PARAIBA
2399741,FUNDACAO NAPOLEAO LAUREANO,JOAO PESSOA,6,6,PARAIBA
7870930,HOSPITAL DAS NEVES,JOAO PESSOA,3,0,PARAIBA
2399318,HOSPITAL INFANTIL ARLINDA MARQUES,JOAO PESSOA,17,13,PARAIBA
2399636,HOSPITAL MUNICIPAL VALENTINA,JOAO PESSOA,10,10,PARAIBA
2707527,MATERNIDADE FREI DAMIAO,JOAO PESSOA,2,0,PARAIBA
7666772,HOSPITAL GERAL DE MAMANGUAPE,MAMANGUAPE,4,0,PARAIBA
2605481,HOSPITAL INFANTIL NOALDO LEITE,PATOS,12,0,PARAIBA
9467718,HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES,SANTA RITA,16,10,PARAIBA
2639262,HOSPITAL E MATERNIDADE SANTA MARIA,ARARIPINA,20,10,PERNAMBUCO
2551764,HOSPITAL REGIONAL RUY DE BARROS CORREIA,ARCOVERDE,4,0,PERNAMBUCO
7498810,HOSPITAL MESTRE VITALINO,CARUARU,10,10,PERNAMBUCO
3812553,MEMORIAL HOSPITAL DE GOIANA,GOIANA,10,0,PERNAMBUCO
2319454,HOSPITAL MEMORIAL GUARARAPES,JABOATAO DOS GUARARAPES,20,10,PERNAMBUCO
2344858,MATERNIDADE BRITES DE ALBUQUERQUE,OLINDA,30,0,PERNAMBUCO
2712040,HOSPITAL REGIONAL FERNANDO BEZERRA,OURICURI,10,0,PERNAMBUCO
2428393,HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES,PALMARES,15,5,PERNAMBUCO
9698469,HOSPITAL DA UNIMED EM PETROLINA,PETROLINA,4,0,PERNAMBUCO
2430711,HOSPITAL DOM MALAN,PETROLINA,4,4,PERNAMBUCO
2427427,HOSPITAL BARAO DE LUCENA,RECIFE,18,8,PERNAMBUCO
0000981,HOSPITAL CORREIA PICANCO,RECIFE,5,5,PERNAMBUCO
0000655,HOSPITAL DA RESTAURACAO,RECIFE,16,11,PERNAMBUCO
2355906,HOSPITAL ESPERANCA S A,RECIFE,10,1,PERNAMBUCO
9624864,HOSPITAL GERAL MATERNO INFANTIL HGMI,RECIFE,9,0,PERNAMBUCO
0000566,HOSPITAL MARIA LUCINDA,RECIFE,37,7,PERNAMBUCO
0000477,HOSPITAL OSWALDO CRUZ,RECIFE,20,10,PERNAMBUCO
0000426,HOSPITAL OTAVIO DE FREITAS,RECIFE,34,20,PERNAMBUCO
0000434,IMIP,RECIFE,24,24,PERNAMBUCO
3983730,PROCAPE,RECIFE,10,10,PERNAMBUCO
0001120,REAL HOSPITAL PORTUGUES,RECIFE,10,4,PERNAMBUCO
2356287,HOSPITAL REGIONAL INACIO DE SA,SALGUEIRO,8,0,PERNAMBUCO
0226491,HOSPITAL EDUARDO CAMPOS,SERRA TALHADA,20,0,PERNAMBUCO
2323249,HOSPITAL INFANTIL LUCIDIO PORTELLA,TERESINA,18,18,PIAUI
9624325,HOSPITAL RIO POTY,TERESINA,5,0,PIAUI
2727005,HOSPITAL SAO PAULO,TERESINA,1,1,PIAUI
2727064,MATERNIDADE MUNICIPAL PROF WALL FERRAZ,TERESINA,3,0,PIAUI
5828856,UNIDADE DE URGENCIA DE TERESINA PROF ZENON ROCHA HUT,TERESINA,10,10,PIAUI
4044800,UNIMED TERESINA COOPERATIVA DE TRABALHO MEDICO,TERESINA,5,0,PIAUI
2439263,HNSG HOSPITAL PROVIDENCIA MATERNO INFANTIL,APUCARANA,2,2,PARANA
5995280,HOSPITAL MUNICIPAL DE ARAUCARIA,ARAUCARIA,3,3,PARANA
0013633,HOSPITAL ANGELINA CARON,CAMPINA GRANDE DO SUL,10,10,PARANA
0013846,HOSPITAL DO ROCIO,CAMPO LARGO,14,13,PARANA
6426204,HOSPITAL INFANTIL DOUTOR WALDEMAR MONASTIER,CAMPO LARGO,20,10,PARANA
0014109,HOSPITAL SANTA CASA DE MISERICORDIA,CAMPO MOURAO,3,3,PARANA
2738309,HOSPITAL DE ENSINO SAO LUCAS,CASCAVEL,5,2,PARANA
2740338,HOSPITAL DO CANCER DE CASCAVEL UOPECCAN,CASCAVEL,2,2,PARANA
2738368,HOSPITAL UNIVERSITARIO DO OESTE DO PARANA,CASCAVEL,5,5,PARANA
0015369,COMPLEXO HOSPITALAR DO TRABALHADOR,CURITIBA,2,2,PARANA
0015318,HNSG,CURITIBA,5,0,PARANA
2361167,HOSPITAL ONIX,CURITIBA,6,0,PARANA
3000869,HOSPITAL SANTA CRUZ,CURITIBA,10,0,PARANA
2591049,HOSPITAL MINISTRO COSTA CAVALCANTI,FOZ DO IGUACU,7,1,PARANA
2742047,INSTITUTO VIRMOND,GUARAPUAVA,4,4,PARANA
2590727,HOSPITAL BOM JESUS,IVAIPORA,2,2,PARANA
2590182,INSTITUTO LUCENA SANCHEZ,IVAIPORA,3,2,PARANA
9365230,HOSPITAL BOM SAMARITANO DE MARINGA,MARINGA,5,0,PARANA
2743469,HOSPITAL SANTA RITA,MARINGA,2,2,PARANA
2587335,HOSPITAL UNIVERSITARIO REGIONAL DE MARINGA,MARINGA,6,6,PARANA
2594714,SANTA CASA DE MARINGA HOSPITAL E MAT M AUXILIADORA,MARINGA,7,2,PARANA
2754738,SANTA CASA DE PARANAVAI,PARANAVAI,1,1,PARANA
0017868,HOSPITAL FILANTROPICO POLICLINICA,PATO BRANCO,7,5,PARANA
0017884,ISSAL,PATO BRANCO,3,3,PARANA
6542638,HOSPITAL UNIVERSITARIO REGIONAL DOS CAMPOS GERAIS,PONTA GROSSA,3,0,PARANA
2825589,METROPOLITANA DE SARANDI,SARANDI,2,2,PARANA
2679736,ASSOCIACAO BENEFICENTE SAO FRANCISCO DE ASSIS,UMUARAMA,3,3,PARANA
3005011,NOROSPAR,UMUARAMA,2,2,PARANA
2568373,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA,UNIAO DA VITORIA,5,3,PARANA
9903496,INOVA MEDIC,ANGRA DOS REIS,5,0,RIO DE JANEIRO
2696932,SES RJ HOSPITAL ESTADUAL ROBERTO CHABO,ARARUAMA,8,4,RIO DE JANEIRO
5878640,HOSPITAL MATERNIDADE THERESA SACCHI DE MOURA,BARRA MANSA,2,2,RIO DE JANEIRO
6392415,INTENSI BABY,BARRA MANSA,2,0,RIO DE JANEIRO
2280051,SANTA CASA DE MISERICORDIA DE BARRA MANSA,BARRA MANSA,7,0,RIO DE JANEIRO
2287579,HOSPITAL FERREIRA MACHADO,CAMPOS DOS GOYTACAZES,18,8,RIO DE JANEIRO
2277751,HOSPITAL INFANTIL ISMELIA SILVEIRA,DUQUE DE CAXIAS,7,0,RIO DE JANEIRO
2290227,HOSPITAL MUNICIPAL ADAO PEREIRA NUNES,DUQUE DE CAXIAS,17,0,RIO DE JANEIRO
7436734,GRUPO CEMERU SAUDE,ITAGUAI,10,0,RIO DE JANEIRO
2278855,HOSPITAL SAO JOSE DO AVAI,ITAPERUNA,8,4,RIO DE JANEIRO
5412447,HOSPITAL PUBLICO MUNICIPAL DE MACAE HPM,MACAE,6,4,RIO DE JANEIRO
9895124,ERNESTO CHE GUEVARA SMSM,MARICA,5,0,RIO DE JANEIRO
0012599,HOSPITAL GETULIO VARGAS FILHO,NITEROI,10,10,RIO DE JANEIRO
6861873,MATERNIDADE SAO FRANCISCO,NITEROI,10,0,RIO DE JANEIRO
0055859,NATOCARE UTI NEONATAL,NITEROI,4,0,RIO DE JANEIRO
5851831,PROCEM CENTRO DE ESPECIALIDADES MEDICAS,NITEROI,10,0,RIO DE JANEIRO
2282097,PRONTONIL,NOVA IGUACU,5,0,RIO DE JANEIRO
0679550,SES RJ HOSPITAL ESTADUAL DR RICARDO CRUZ,NOVA IGUACU,20,0,RIO DE JANEIRO
2275562,HOSPITAL ALCIDES CARNEIRO,PETROPOLIS,3,0,RIO DE JANEIRO
2299216,HOSPITAL SAMER SERVICO DE ASSISTENCIA MEDICA DE RESENDE,RESENDE,4,0,RIO DE JANEIRO
5042062,NEOVIDA RESENDE,RESENDE,5,0,RIO DE JANEIRO
4042859,UTI INFANTIL DO MEDIO PARAIBA,RESENDE,6,0,RIO DE JANEIRO
9505512,HOSPITAL CASA HOSPITAL DO CANCER,RIO DE JANEIRO,11,0,RIO DE JANEIRO
3521133,HOSPITAL CEMERU,RIO DE JANEIRO,9,0,RIO DE JANEIRO
2708353,IFF FIOCRUZ,RIO DE JANEIRO,6,6,RIO DE JANEIRO
4228391,MATERNIDADE PERINATAL BARRA,RIO DE JANEIRO,12,0,RIO DE JANEIRO
2295423,MS HOSPITAL FEDERAL CARDOSO FONTES,RIO DE JANEIRO,7,7,RIO DE JANEIRO
2273659,MS HOSPITAL FEDERAL DA LAGOA,RIO DE JANEIRO,10,7,RIO DE JANEIRO
6159397,PERINATAL BARRA CASA DE SAUDE LARANJEIRAS,RIO DE JANEIRO,12,10,RIO DE JANEIRO
5160308,PRONTOBABY HOSPITAL DA CRIANCA LTDA,RIO DE JANEIRO,33,0,RIO DE JANEIRO
7185081,SES RJ HOSPITAL ESTADUAL TRANSPLANTE CANCER E CIR INFANTIL,RIO DE JANEIRO,10,10,RIO DE JANEIRO
7267975,SES RJ INSTITUTO ESTADUAL DO CEREBRO PAULO NIEMEYER,RIO DE JANEIRO,10,6,RIO DE JANEIRO
2270234,SESDEC HOSPITAL ESTADUAL GETULIO VARGAS,RIO DE JANEIRO,8,0,RIO DE JANEIRO
2298120,SMS HOSPITAL MUNICIPAL ALBERT SCHWEITZER AP 51,RIO DE JANEIRO,20,0,RIO DE JANEIRO
2269341,SMS HOSPITAL MUNICIPAL JESUS AP 22,RIO DE JANEIRO,8,8,RIO DE JANEIRO
2270269,SMS HOSPITAL MUNICIPAL MIGUEL COUTO AP 21,RIO DE JANEIRO,5,5,RIO DE JANEIRO
6995462,SMS HOSPITAL MUNICIPAL PEDRO II AP 53,RIO DE JANEIRO,10,10,RIO DE JANEIRO
2704595,HOSPITAL INFANTIL DARCY SOUZA VARGAS,SAO GONCALO,6,0,RIO DE JANEIRO
0715174,NOTREDRAME INTERMEDICA SAUDE S A,SAO GONCALO,6,0,RIO DE JANEIRO
