CNES,Estabelecimento,Municipios,Existentes,SUS,Estado
2430495,HGU HOSPITAL GERAL E URGENCIA,PETROLINA,3,0,PERNAMBUCO
2427427,HOSPITAL BARAO DE LUCENA,RECIFE,28,0,PERNAMBUCO
2517140,HOSPITAL MEMORIAL SAO JOSE,RECIFE,2,0,PERNAMBUCO
2517132,HOSPITAL SANTA JOANA RECIFE,RECIFE,14,0,PERNAMBUCO
9069747,HOSPITAL VASCO LUCENA,RECIFE,10,0,PERNAMBUCO
0001120,REAL HOSPITAL PORTUGUES,RECIFE,6,0,PERNAMBUCO
2694700,CLINICA INFANTIL DE PICOS CLINP,PICOS,13,0,PIAUI
2551926,CLINICA SANTA FE LTDA,TERESINA,10,0,PIAUI
2819899,PRONTOMED ADULTO,TERESINA,9,0,PIAUI
2738899,HOSPITAL POLICLINICA CASCAVEL,CASCAVEL,8,0,PARANA
3000877,MATERNIDADE CURITIBA,CURITIBA,7,0,PARANA
7758391,HOSPITAL DO CORACAO UNIDADE BELA SUICA,LONDRINA,5,0,PARANA
2687127,HOSPITAL REGIONAL DO LITORAL,PARANAGUA,7,0,PARANA
6291724,NEO PED,BELFORD ROXO,1,0,RIO DE JANEIRO
3315916,CLINICA CIRURGICA E MATERNIDADE LILIA NEVES,CAMPOS DOS GOYTACAZES,2,0,RIO DE JANEIRO
5106702,UNIMED COSTA DO SOL HOSPITAL,MACAE,9,0,RIO DE JANEIRO
3065634,CHN COMPLEXO HOSPITALAR DE NITEROI,NITEROI,10,0,RIO DE JANEIRO
0012599,HOSPITAL GETULIO VARGAS FILHO,NITEROI,7,7,RIO DE JANEIRO
6734014,HOSPITAL ICARAI,NITEROI,10,0,RIO DE JANEIRO
2893908,NEONATAL NITEROI,NITEROI,22,0,RIO DE JANEIRO
6821529,UTI NEONATAL ICARAI,NITEROI,22,0,RIO DE JANEIRO
2298090,HOSPITAL UNIMED DE NOVA FRIBURGO,NOVA FRIBURGO,4,0,RIO DE JANEIRO
3019527,CASA DE SAUDE NOSSA SENHORA DE FATIMA N IGUACU SA,NOVA IGUACU,4,0,RIO DE JANEIRO
0807842,MATERNIDADE NEOMATER,NOVA IGUACU,58,0,RIO DE JANEIRO
2282097,PRONTONIL,NOVA IGUACU,4,0,RIO DE JANEIRO
3972976,HOSPITAL UNIMED,PETROPOLIS,4,0,RIO DE JANEIRO
2270692,CBMERJ HOSP ARISTARCHO PESSOA HOSP DO CORPO DE BOMBEIROS,RIO DE JANEIRO,4,0,RIO DE JANEIRO
4090438,HOSPITAL CASA EGAS MONIZ HOSPITAL GERAL ADMINISTRACAO E GEST,RIO DE JANEIRO,10,0,RIO DE JANEIRO
6043941,HOSPITAL CENTRAL DA AERONAUTICA HCA,RIO DE JANEIRO,5,0,RIO DE JANEIRO
2273438,HOSPITAL CENTRAL DA POLICIA MILITAR DO ESTADO DO RIO DE JANE,RIO DE JANEIRO,5,0,RIO DE JANEIRO
6878865,HOSPITAL E MATERNDADE SANTA LUCIA,RIO DE JANEIRO,10,0,RIO DE JANEIRO
5510341,HOSPITAL EGAS MONIZ DA OBRA PORTUGUESA DE ASSISTENCIA,RIO DE JANEIRO,10,0,RIO DE JANEIRO
5158044,HOSPITAL NAVAL MARCILIO DIAS,RIO DE JANEIRO,10,0,RIO DE JANEIRO
7421710,HOSPITAL PASTEUR,RIO DE JANEIRO,25,0,RIO DE JANEIRO
2708353,IFF FIOCRUZ,RIO DE JANEIRO,6,6,RIO DE JANEIRO
2280132,MS INC INSTITUTO NACIONAL DE CARDIOLOGIA,RIO DE JANEIRO,5,3,RIO DE JANEIRO
2814188,PERINATAL LARANJEIRAS CASA DE SAUDE LARANJEIRAS,RIO DE JANEIRO,25,0,RIO DE JANEIRO
3008533,UNIDADE NEONATAL LAGOA,RIO DE JANEIRO,16,0,RIO DE JANEIRO
6411770,UNIDADE NEONATAL LAGOA BARRA,RIO DE JANEIRO,20,0,RIO DE JANEIRO
3130339,CASA DE SAUDE E MATERNIDADE TEREZINHA DE JESUS LTDA,SAO JOAO DE MERITI,5,0,RIO DE JANEIRO
3621316,HOSPITAL PEDIATRICO LAGOS,SAO PEDRO DA ALDEIA,20,0,RIO DE JANEIRO
2654024,HOSPITAL ANTONIO PRUDENTE NATAL,NATAL,6,0,RIO GRANDE DO NORTE
3649563,HOSPITAL UNIMED,NATAL,16,0,RIO GRANDE DO NORTE
2654032,PROMATER,NATAL,15,0,RIO GRANDE DO NORTE
6205224,HOSPITAL UNIMED,PORTO VELHO,6,0,RONDONIA
2223570,HOSPITAL DO CIRCULO,CAXIAS DO SUL,10,0,RIO GRANDE DO SUL
2227959,HOSPITAL UNIMED VALE DO CAI,MONTENEGRO,4,0,RIO GRANDE DO SUL
3007847,HOSPITAL MAE DE DEUS,PORTO ALEGRE,10,0,RIO GRANDE DO SUL
3425398,HOSPITAL E MATERNIDADE SANTA LUIZA UNIMED,BALNEARIO CAMBORIU,10,0,SANTA CATARINA
5712068,HOSPITAL UNIMED CRICIUMA,CRICIUMA,8,0,SANTA CATARINA
3499502,CLINICA SANTA HELENA,FLORIANOPOLIS,10,0,SANTA CATARINA
3330141,ILHA HOSPITAL E MATERNIDADE,FLORIANOPOLIS,5,0,SANTA CATARINA
2521385,HOSPITAL DONA HELENA,JOINVILLE,6,0,SANTA CATARINA
9757090,HOSPITAL GERAL JOINVILLE,JOINVILLE,7,0,SANTA CATARINA
3061388,HOSPITAL UNIMED TUBARAO,TUBARAO,6,0,SANTA CATARINA
6137040,CENTRO MEDICO GABRIEL SOARES,ARACAJU,2,0,SERGIPE
0002593,CLINICA SANTA HELENA SUISSA,ARACAJU,4,0,SERGIPE
3277755,SEMPREVIVA HOSPITAL E MATERNIDADE,ARACAJU,5,0,SERGIPE
3625087,HOSPITAL SAO PAULO,ARARAQUARA,10,0,SAO PAULO
2081040,HOSPITAL UNIMED DE ARARAS,ARARAS,6,0,SAO PAULO
2024624,HOSPITAL E MATERNIDADE DE ASSIS,ASSIS,3,0,SAO PAULO
2078228,HOSPITAL NOVO ATIBAIA,ATIBAIA,6,0,SAO PAULO
3272591,HOSPITALIS,BARUERI,5,0,SAO PAULO
9915354,HOSPITAL BAURU,BAURU,3,0,SAO PAULO
7612990,HOSPITAL UNIMED BOTUCATU,BOTUCATU,2,0,SAO PAULO
2078678,HOSPITAL E MATERNIDADE MADRE THEODORA,CAMPINAS,8,0,SAO PAULO
7044666,HOSPITAL RENASCENCA CAMPINAS,CAMPINAS,8,0,SAO PAULO
2023148,HOSPITAL SAMARITANO DE CAMPINAS,CAMPINAS,10,0,SAO PAULO
2078376,HOSPITAL VERA CRUZ,CAMPINAS,10,0,SAO PAULO
3101126,HOSPITAL SAO FRANCISCO SC LTDA,COTIA,10,0,SAO PAULO
2798220,PLENA SAUDE,FRANCO DA ROCHA,5,0,SAO PAULO
6625649,COMPLEXO HOSPITALAR UNIMED GUARULHOS,GUARULHOS,6,0,SAO PAULO
2718324,HOSPITAL BOM CLIMA,GUARULHOS,8,0,SAO PAULO
2081628,HOSPITAL CARLOS CHAGAS,GUARULHOS,10,0,SAO PAULO
9149511,HOSPITAL NEUROCENTER,GUARULHOS,6,0,SAO PAULO
2078872,HOSPITAL SANTA IGNES,INDAIATUBA,5,0,SAO PAULO
2078066,INTERMEDICA HPS HOSPITAL PAULO SACRAMENTO,JUNDIAI,2,0,SAO PAULO
2825309,HOSPITAL MEDICAL,LIMEIRA,7,0,SAO PAULO
2751747,SANTA CASA DE MAUA,MAUA,8,0,SAO PAULO
7830475,HOSPITAL SEPACO,MOGI DAS CRUZES,5,0,SAO PAULO
2784874,MOGI MATER HOSPITAL E MATERNIDADE,MOGI DAS CRUZES,12,0,SAO PAULO
2079887,HOSPITAL CRUZEIRO DO SUL,OSASCO,10,0,SAO PAULO
7755333,HOSPITAL 10 DE JULHO,PINDAMONHANGABA,5,0,SAO PAULO
2080699,HOSPITAL UNIMED PIRACICABA,PIRACICABA,7,0,SAO PAULO
2078147,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS,PRESIDENTE PRUDENTE,6,0,SAO PAULO
2080516,HOSPITAL GERAL IAMADA PRES PRUDENTE,PRESIDENTE PRUDENTE,2,0,SAO PAULO
2078791,HOSPITAL MATERNIDADE RP,RIBEIRAO PRETO,10,0,SAO PAULO
2077973,HOSPITAL SAO LUCAS RIBEIRAO PRETO,RIBEIRAO PRETO,4,0,SAO PAULO
0652601,HOSPITAL SAMARITANO DE SANTA BARBARA DOESTE,SANTA BARBARA D'OESTE,4,0,SAO PAULO
2789590,HOSPITAL E MATERNIDADE BRASIL,SANTO ANDRE,18,0,SAO PAULO
2079607,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA,SANTO ANDRE,9,0,SAO PAULO
3008398,CASA DE SAUDE SANTOS,SANTOS,10,0,SAO PAULO
2025760,HOSPITAL ANA COSTA,SANTOS,5,0,SAO PAULO
2078740,HOSPITAL SAO LUCAS DE SANTOS,SANTOS,10,0,SAO PAULO
6273270,HOSPITAL E MATERNIDADE SANTA HELENA,SAO BERNARDO DO CAMPO,20,0,SAO PAULO
2082330,HOSPITAL NOSSA SENHORA DE FATIMA,SAO CAETANO DO SUL,4,0,SAO PAULO
9194258,HOSPITAL SAO LUIZ SAO CAETANO,SAO CAETANO DO SUL,18,0,SAO PAULO
0962589,HOSPITAL UNIMED SAO CARLOS UNIDADE II,SAO CARLOS,8,0,SAO PAULO
5259789,HOSPITAL E MATERNIDADE POLICLIN,SAO JOSE DOS CAMPOS,6,0,SAO PAULO
3517918,HOSPITAL SAO JOSE,SAO JOSE DOS CAMPOS,5,0,SAO PAULO
3559203,HOSP E MAT JARDINS,SAO PAULO,4,0,SAO PAULO
2078406,HOSP INDEPENDENCIA,SAO PAULO,4,0,SAO PAULO
2080796,HOSP MAT SAO CRISTOVAO,SAO PAULO,10,0,SAO PAULO
5907594,HOSP SAO LUIZ ANALIA FRANCO,SAO PAULO,20,0,SAO PAULO
2032481,HOSPITAL DA LUZ 92,SAO PAULO,20,0,SAO PAULO
2058502,HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO,SAO PAULO,4,0,SAO PAULO
2078082,HOSPITAL E MATERNIDADE METROPOLITANO,SAO PAULO,18,0,SAO PAULO
2084368,HOSPITAL E MATERNIDADE NOSSA SENHORA DO ROSARIO,SAO PAULO,10,0,SAO PAULO
9554157,HOSPITAL E MATERNIDADE SALVALUS,SAO PAULO,5,0,SAO PAULO
3045625,HOSPITAL E MATERNIDADE VIDAS,SAO PAULO,5,0,SAO PAULO
6668143,HOSPITAL E MATERNIDADE VITORIA,SAO PAULO,10,0,SAO PAULO
2823209,HOSPITAL E PRONTO SOCORRO PORTINARI,SAO PAULO,10,0,SAO PAULO
2082225,HOSPITAL KATIA DE SOUZA RODRIGUES TAIPAS SAO PAULO,SAO PAULO,6,0,SAO PAULO
6283993,HOSPITAL LEFORTE,SAO PAULO,4,0,SAO PAULO
2089777,HOSPITAL NIPO BRASILEIRO,SAO PAULO,10,0,SAO PAULO
9490604,HOSPITAL SAGRADA FAMILIA,SAO PAULO,9,0,SAO PAULO
4223683,HOSPITAL SAINT PATRICK PORTINARI,SAO PAULO,10,0,SAO PAULO
2079542,MATERNIDADE SANTA JOANA,SAO PAULO,118,0,SAO PAULO
0993956,SAO LUIZ MATERNIDADE,SAO PAULO,58,0,SAO PAULO
2688611,SAO LUIZ UNIDADE ITAIM,SAO PAULO,32,0,SAO PAULO
2082101,HOSPITAL MODELO SOROCABA,SOROCABA,10,0,SAO PAULO
7849184,HOSPITAL SANTA MARIA DE SUZANO,SUZANO,10,0,SAO PAULO
5144175,HOSPITAL UNIMED PALMAS,PALMAS,10,0,TOCANTINS
