CNES,Estabelecimento,Municipios,Existentes,SUS,Estado
6848710,HOSPITAL REGIONAL NORTE,SOBRAL,10,10,CEARA
3021114,SANTA CASA DE MISERICORDIA DE SOBRAL,SOBRAL,10,10,CEARA
0049867,HOSPITAL AGUAS CLARAS,BRASILIA,10,0,DISTRITO FEDERAL
6876617,HOSPITAL DA CRIANCA DE BRASILIA JOSE ALENCAR HCB,BRASILIA,38,38,DISTRITO FEDERAL
0010456,HOSPITAL DE BASE DO DISTRITO FEDERAL,BRASILIA,6,6,DISTRITO FEDERAL
0010537,HOSPITAL MATERNO INFANTIL DR ANTONIO LISBOA,BRASILIA,16,16,DISTRITO FEDERAL
2649497,HOSPITAL SANTA MARTA TAGUATINGA,BRASILIA,5,5,DISTRITO FEDERAL
3018520,HOSPITAL SAO FRANCISCO,BRASILIA,4,0,DISTRITO FEDERAL
0010499,HRT HOSPITAL REGIONAL DE TAGUATINGA,BRASILIA,5,2,DISTRITO FEDERAL
3276678,INSTITUTO DE CARDIOLOGIA E TRANSPLANTES DO DISTRITO FEDERAL,BRASILIA,6,6,DISTRITO FEDERAL
2485729,HIFA HOSPITAL MATERNO INFANTIL FRANCISCO DE ASSIS,CACHOEIRO DE ITAPEMIRIM,28,18,ESPIRITO SANTO
2547821,HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM,5,4,ESPIRITO SANTO
2448521,HOSPITAL SAO JOSE,COLATINA,10,10,ESPIRITO SANTO
7557523,HIFA GUARAPARI,GUARAPARI,10,2,ESPIRITO SANTO
0678627,LINHARES MEDICAL CENTER S A,LINHARES,7,0,ESPIRITO SANTO
3450198,VITORIA APART HOSPITAL S A,SERRA,10,0,ESPIRITO SANTO
5417139,CENTRO MEDICO HOSPITALAR DE VILA VELHA S A,VILA VELHA,2,0,ESPIRITO SANTO
2678179,HOSPITAL INFANTIL E MATERNIDADE ALZIR BERNARDINO ALVES,VILA VELHA,10,10,ESPIRITO SANTO
3537943,HOSPITAL SANTA MONICA,VILA VELHA,10,0,ESPIRITO SANTO
3421597,MERIDIONAL PRAIA DA COSTA,VILA VELHA,5,0,ESPIRITO SANTO
0012017,HOSPITAL DA POLICIA MILITAR HPM,VITORIA,2,0,ESPIRITO SANTO
0011800,HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA,VITORIA,16,16,ESPIRITO SANTO
2442108,HOSPITAL EVANGELICO GOIANO SA,ANAPOLIS,8,0,GOIAS
2361787,SANTA CASA DE MISERICORDIA DE ANAPOLIS,ANAPOLIS,10,10,GOIAS
2589737,HOSPITAL GARAVELO,APARECIDA DE GOIANIA,8,0,GOIAS
9680977,HOSPITAL MUNICIPAL DE APARECIDA DE GOIANIA HMAP,APARECIDA DE GOIANIA,10,10,GOIAS
7975023,HOSPITAL AMERICA,GOIANIA,6,0,GOIAS
2339722,HOSPITAL DA CRIANCA,GOIANIA,16,6,GOIAS
0965324,HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD,GOIANIA,30,18,GOIAS
2339196,HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU,GOIANIA,0,0,GOIAS
7743068,HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO LAG SIQUEIRA HUGOL,GOIANIA,30,30,GOIAS
2506661,HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT,GOIANIA,4,4,GOIAS
2337851,HOSPITAL INFANTIL DE CAMPINAS,GOIANIA,10,0,GOIAS
2519054,IGOPE,GOIANIA,7,4,GOIAS
2589265,HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS,ITUMBIARA,10,0,GOIAS
0547484,HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO,URUACU,10,10,GOIAS
7088302,HOSPITAL REGIONAL ALEXANDRE MAMEDE TROVAO DE COROATA,COROATA,10,10,MARANHAO
2456672,HMI HOSPITAL MUNICIPAL DE IMPERATRIZ,IMPERATRIZ,10,10,MARANHAO
3008045,HOSPITAL DAS CLINICAS,IMPERATRIZ,2,0,MARANHAO
2531348,HOSPITAL SAO RAFAEL,IMPERATRIZ,6,3,MARANHAO
2825856,HOSPITAL UNIMED,IMPERATRIZ,2,0,MARANHAO
2702886,COMPLEXO HOSPITALAR MATERNO INFANTIL DO MARANHAO,SAO LUIS,22,20,MARANHAO
2882655,HOSPITAL DA ILHA,SAO LUIS,10,10,MARANHAO
2464594,HOSPITAL DE REF EST DE ALTA COMPLEXIDADE DR CARLOS MACIEIRA,SAO LUIS,9,9,MARANHAO
2171988,HOSPITAL UNIVERSITARIO ALZIRA VELANO,ALFENAS,10,10,MINAS GERAIS
2138875,SANTA CASA MISERICORDIA BARBACENA,BARBACENA,2,2,MINAS GERAIS
2695634,BIOCOR INSTITUTO,BELO HORIZONTE,8,6,MINAS GERAIS
0027049,HOSP DAS CLINICAS DA UNIV FED DE MINAS GERAIS EBSERH,BELO HORIZONTE,11,11,MINAS GERAIS
2695324,HOSPITAL DA BALEIA,BELO HORIZONTE,10,6,MINAS GERAIS
0026948,HOSPITAL INFANTIL JOAO PAULO II,BELO HORIZONTE,18,18,MINAS GERAIS
0026921,HOSPITAL JOAO XXIII,BELO HORIZONTE,10,10,MINAS GERAIS
7684878,HOSPITAL MATER DEI S A UNIDADE CONTORNO,BELO HORIZONTE,22,0,MINAS GERAIS
2192896,HOSPITAL METROPOLITANO ODILON BEHRENS HOB,BELO HORIZONTE,20,20,MINAS GERAIS
0027014,SANTA CASA DE BELO HORIZONTE,BELO HORIZONTE,12,12,MINAS GERAIS
9696733,HOSPITAL MATER DEI SA BETIM,BETIM,2,0,MINAS GERAIS
2126494,HOSPITAL PUBLICO REGIONAL PREFEITO OSVALDO REZENDE FRANCO,BETIM,6,6,MINAS GERAIS
9755128,HOSPITAL UNIMED UNIDADE BETIM,BETIM,10,0,MINAS GERAIS
2191164,CMI JUVENTINA PAULA DE JESUS COMPLEXO HOSPITALAR,CONTAGEM,10,10,MINAS GERAIS
2761203,HOSPITAL DE NOSSA SENHORA DA SAUDE,DIAMANTINA,2,2,MINAS GERAIS
2159252,HOSPITAL SAO JOAO DE DEUS,DIVINOPOLIS,2,2,MINAS GERAIS
2142376,HOSPITAL SAO LUIZ DE FORMIGA,FORMIGA,1,1,MINAS GERAIS
2118661,HOSPITAL BOM SAMARITANO,GOVERNADOR VALADARES,10,0,MINAS GERAIS
2222043,HOSPITAL MUNICIPAL,GOVERNADOR VALADARES,10,10,MINAS GERAIS
6236367,HOSPITAL UNIMED GOVERNADOR VALADARES,GOVERNADOR VALADARES,10,0,MINAS GERAIS
2205440,HOSPITAL MARCIO CUNHA,IPATINGA,5,3,MINAS GERAIS
2208857,AISI HOSPITAL DE CLINICAS DE ITAJUBA,ITAJUBA,3,3,MINAS GERAIS
3019063,HOSPITAL ALBERT SABIN,JUIZ DE FORA,1,0,MINAS GERAIS
2153084,HOSPITAL E MATERNIDADE THEREZINHA DE JESUS,JUIZ DE FORA,2,2,MINAS GERAIS
2111624,HOSPITAL REGIONAL JOAO PENIDO,JUIZ DE FORA,10,8,MINAS GERAIS
9841849,HOSPITAL UNIMED DR HUGO BORGES,JUIZ DE FORA,3,0,MINAS GERAIS
2153882,SANTA CASA DE MISERICORDIA DE JUIZ DE FORA,JUIZ DE FORA,4,4,MINAS GERAIS
2112175,HOSPITAL VAZ MONTEIRO,LAVRAS,3,3,MINAS GERAIS
2122650,CASA DE CARIDADE LEOPOLDINENSE,LEOPOLDINA,1,0,MINAS GERAIS
7366108,HOSPITAL DAS CLINICAS DOUTOR MARIO RIBEIRO DA SILVEIRA,MONTES CLAROS,12,10,MINAS GERAIS
2149990,HOSPITAL SANTA CASA DE MONTES CLAROS,MONTES CLAROS,2,2,MINAS GERAIS
2219654,HOSPITAL UNIVERSITARIO CLEMENTE DE FARIA,MONTES CLAROS,2,2,MINAS GERAIS
4042085,CASA DE CARIDADE DE MURIAE HOSPITAL SAO PAULO,MURIAE,4,3,MINAS GERAIS
2162377,CASA DE SAUDE SANTA LUCIA LTDA,MURIAE,5,0,MINAS GERAIS
2195453,HOSPITAL DO CANCER DE MURIAE,MURIAE,2,0,MINAS GERAIS
2115891,NOVA LIMA HOSPITAL VILA DA SERRA,NOVA LIMA,30,0,MINAS GERAIS
2775999,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS,PASSOS,4,2,MINAS GERAIS
2726734,HOSPITAL VERA CRUZ,PATOS DE MINAS,2,2,MINAS GERAIS
2129469,SANTA CASA DE POCOS DE CALDAS,POCOS DE CALDAS,3,1,MINAS GERAIS
2127989,HOSPITAL DAS CLIN SAMUEL LIBANIO POUSO ALEGRE,POUSO ALEGRE,10,10,MINAS GERAIS
2161354,SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI,SAO JOAO DEL REI,3,3,MINAS GERAIS
2146525,SANTA CASA DE PARAISO,SAO SEBASTIAO DO PARAISO,4,2,MINAS GERAIS
2206528,HOSPITAL NOSSA SENHORA DAS GRACAS,SETE LAGOAS,1,1,MINAS GERAIS
2208172,HOSPITAL SANTA ROSALIA,TEOFILO OTONI,1,1,MINAS GERAIS
2140217,HOSPITAL E MATERNIDADE DE TIMOTEO,TIMOTEO,10,10,MINAS GERAIS
2760657,HOSPITAL SAO SEBASTIAO,TRES CORACOES,1,1,MINAS GERAIS
2195437,HOSPITAL SANTA ISABEL,UBA,4,4,MINAS GERAIS
2206595,HOSPITAL DE CLINICAS DA UFTM,UBERABA,4,4,MINAS GERAIS
9745041,HOSPITAL UNIMED SAO DOMINGOS,UBERABA,4,0,MINAS GERAIS
3597156,HOSPITAL MADRECOR,UBERLANDIA,2,0,MINAS GERAIS
2151871,HOSPITAL SANTA CLARA,UBERLANDIA,9,0,MINAS GERAIS
2151812,HOSPITAL SANTA GENOVEVA,UBERLANDIA,1,0,MINAS GERAIS
7433867,UBERLANDIA MEDICAL CENTER,UBERLANDIA,7,0,MINAS GERAIS
2099454,HOSPITAL SAO SEBASTIAO,VICOSA,7,7,MINAS GERAIS
0009709,EBSERH HOSP UNIV MARIA APARECIDA PEDROSSIAN,CAMPO GRANDE,5,5,MATO GROSSO DO SUL
9081496,HOSPITAL CASSEMS UNIDADE DE CAMPO GRANDE,CAMPO GRANDE,10,0,MATO GROSSO DO SUL
0009725,HOSPITAL REGIONAL DE MATO GROSSO DO SUL,CAMPO GRANDE,8,8,MATO GROSSO DO SUL
2710935,EBSERH HOSPITAL UNIVERSITARIO GRANDE DOURADOS,DOURADOS,10,10,MATO GROSSO DO SUL
2945622,HOSPITAL REGIONAL DA COSTA LESTE MAGID THOME,TRES LAGOAS,10,10,MATO GROSSO DO SUL
